Date,Month,Season,Temperature_C,Weather_Condition,Gender,Brand,Product Name,Fabric,Price_INR,Description
2025-11-27,November,Autumn,18.8,Dry,Unisex,W for Woman,Vintage Silk Denim Trucker Jacket,Silk,11667,A vintage denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-11-28,November,Autumn,18.2,Clear,Men,Peter England,Sustainable Denim Knitted Poncho,Denim,4451,A sustainable knitted poncho crafted from denim. Perfect for the autumn weather in India. Sourced from Surat.
2025-11-29,November,Autumn,22.2,Cooling,Unisex,Peter England,Urban Silk Denim Trucker Jacket,Silk,10181,A urban denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-11-30,November,Autumn,17.8,Dry,Men,Allen Solly,Handcrafted Silk Layered Hoodie,Silk,1660,A handcrafted layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Surat.
2025-12-01,December,Winter,14.1,Dry,Women,Allen Solly,Elegant Velvet Quilted Nehru Jacket,Velvet,8891,A elegant quilted nehru jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Jaipur.
2025-12-02,December,Winter,10.9,Dry,Unisex,Manyavar,Handcrafted Wool Kashmiri Embroidered Phiran,Wool,3081,A handcrafted kashmiri embroidered phiran crafted from wool. Perfect for the winter weather in India. Sourced from Mysore.
2025-12-03,December,Winter,13.5,Chilly,Women,Allen Solly,Designer Velvet Tweed Blazer,Velvet,3114,A designer tweed blazer crafted from velvet. Perfect for the winter weather in India. Sourced from Kolkata.
2025-12-04,December,Winter,8.2,Cold,Men,Raymond,Elegant Wool Velvet Sherwani Set,Wool,14266,A elegant velvet sherwani set crafted from wool. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-05,December,Winter,14.7,Chilly,Women,Louis Philippe,Handcrafted Velvet Handwoven Shawl,Velvet,6833,A handcrafted handwoven shawl crafted from velvet. Perfect for the winter weather in India. Sourced from Kashmir.
2025-12-06,December,Winter,9.9,Chilly,Unisex,Biba,Modern Wool Quilted Nehru Jacket,Wool,11809,A modern quilted nehru jacket crafted from wool. Perfect for the winter weather in India. Sourced from Surat.
2025-12-07,December,Winter,16.0,Chilly,Women,Raymond,Elegant Velvet Merino Wool Cardigan,Velvet,8491,A elegant merino wool cardigan crafted from velvet. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-08,December,Winter,19.7,Cold,Men,Peter England,Urban Velvet Heavy Woolen Trench Coat,Velvet,13364,A urban heavy woolen trench coat crafted from velvet. Perfect for the winter weather in India. Sourced from Surat.
2025-12-09,December,Winter,13.1,Chilly,Women,Pantaloons,Elegant Velvet Velvet Sherwani Set,Velvet,7036,A elegant velvet sherwani set crafted from velvet. Perfect for the winter weather in India. Sourced from Ludhiana.
2025-12-10,December,Winter,14.8,Dry,Women,Peter England,Urban Wool Fleece Lined Hoodie,Wool,8289,A urban fleece lined hoodie crafted from wool. Perfect for the winter weather in India. Sourced from Surat.
2025-12-11,December,Winter,10.4,Dry,Men,Allen Solly,Classic Wool Merino Wool Cardigan,Wool,5959,A classic merino wool cardigan crafted from wool. Perfect for the winter weather in India. Sourced from Kolkata.
2025-12-12,December,Winter,14.7,Chilly,Men,Louis Philippe,Bohemian Velvet Heavy Woolen Trench Coat,Velvet,7860,A bohemian heavy woolen trench coat crafted from velvet. Perfect for the winter weather in India. Sourced from Mumbai.
2025-12-13,December,Winter,7.6,Cold,Men,Peter England,Bohemian Wool Heavy Woolen Trench Coat,Wool,8971,A bohemian heavy woolen trench coat crafted from wool. Perfect for the winter weather in India. Sourced from Mumbai.
2025-12-14,December,Winter,18.7,Cold,Unisex,Manyavar,Sustainable Velvet Padded Bomber Jacket,Velvet,12459,A sustainable padded bomber jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Jaipur.
2025-12-15,December,Winter,17.5,Dry,Men,FabIndia,Sustainable Wool Merino Wool Cardigan,Wool,11307,A sustainable merino wool cardigan crafted from wool. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-16,December,Winter,18.9,Cold,Women,Peter England,Elegant Velvet Merino Wool Cardigan,Velvet,2440,A elegant merino wool cardigan crafted from velvet. Perfect for the winter weather in India. Sourced from Mumbai.
2025-12-17,December,Winter,22.4,Cold,Men,Westside,Classic Wool Heavy Woolen Trench Coat,Wool,14103,A classic heavy woolen trench coat crafted from wool. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-18,December,Winter,17.6,Cold,Men,Biba,Designer Velvet Tweed Blazer,Velvet,8096,A designer tweed blazer crafted from velvet. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-19,December,Winter,7.6,Chilly,Unisex,Peter England,Vintage Velvet Fleece Lined Hoodie,Velvet,7305,A vintage fleece lined hoodie crafted from velvet. Perfect for the winter weather in India. Sourced from Jaipur.
2025-12-20,December,Winter,12.0,Dry,Women,Peter England,Premium Wool Padded Bomber Jacket,Wool,869,A premium padded bomber jacket crafted from wool. Perfect for the winter weather in India. Sourced from Kashmir.
2025-12-21,December,Winter,11.5,Chilly,Unisex,Manyavar,Designer Wool Padded Bomber Jacket,Wool,2662,A designer padded bomber jacket crafted from wool. Perfect for the winter weather in India. Sourced from Mumbai.
2025-12-22,December,Winter,17.2,Dry,Women,Westside,Modern Wool Kashmiri Embroidered Phiran,Wool,3324,A modern kashmiri embroidered phiran crafted from wool. Perfect for the winter weather in India. Sourced from Surat.
2025-12-23,December,Winter,11.7,Dry,Women,Pantaloons,Urban Wool Handwoven Shawl,Wool,5632,A urban handwoven shawl crafted from wool. Perfect for the winter weather in India. Sourced from Mysore.
2025-12-24,December,Winter,17.4,Dry,Unisex,Raymond,Urban Velvet Tweed Blazer,Velvet,9564,A urban tweed blazer crafted from velvet. Perfect for the winter weather in India. Sourced from Mumbai.
2025-12-25,December,Winter,18.0,Cold,Unisex,FabIndia,Modern Velvet Merino Wool Cardigan,Velvet,4605,A modern merino wool cardigan crafted from velvet. Perfect for the winter weather in India. Sourced from Ludhiana.
2025-12-26,December,Winter,21.1,Cold,Unisex,Manyavar,Handcrafted Velvet Velvet Sherwani Set,Velvet,11648,A handcrafted velvet sherwani set crafted from velvet. Perfect for the winter weather in India. Sourced from Jaipur.
2025-12-27,December,Winter,11.0,Chilly,Women,Louis Philippe,Sustainable Wool Fleece Lined Hoodie,Wool,9780,A sustainable fleece lined hoodie crafted from wool. Perfect for the winter weather in India. Sourced from Banaras.
2025-12-28,December,Winter,17.3,Dry,Unisex,Louis Philippe,Sustainable Wool Velvet Sherwani Set,Wool,4407,A sustainable velvet sherwani set crafted from wool. Perfect for the winter weather in India. Sourced from Mysore.
2025-12-29,December,Winter,10.4,Chilly,Unisex,Biba,Handcrafted Wool Fleece Lined Hoodie,Wool,6228,A handcrafted fleece lined hoodie crafted from wool. Perfect for the winter weather in India. Sourced from Mumbai.
2025-12-30,December,Winter,18.7,Dry,Men,FabIndia,Handcrafted Wool Tweed Blazer,Wool,12783,A handcrafted tweed blazer crafted from wool. Perfect for the winter weather in India. Sourced from Kashmir.
2024-01-01,January,Winter,12.4,Cold,Unisex,Pantaloons,Bohemian Velvet Handwoven Shawl,Velvet,8873,A bohemian handwoven shawl crafted from velvet. Perfect for the winter weather in India. Sourced from Surat.
2024-01-02,January,Winter,8.2,Cold,Men,Pantaloons,Designer Velvet Turtleneck Thermal Sweater,Velvet,12905,A designer turtleneck thermal sweater crafted from velvet. Perfect for the winter weather in India. Sourced from Jaipur.
2024-01-03,January,Winter,15.8,Foggy,Women,FabIndia,Sustainable Velvet Quilted Nehru Jacket,Velvet,2816,A sustainable quilted nehru jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Surat.
2024-01-04,January,Winter,12.5,Chilly,Unisex,FabIndia,Bohemian Wool Padded Bomber Jacket,Wool,11092,A bohemian padded bomber jacket crafted from wool. Perfect for the winter weather in India. Sourced from Kashmir.
2024-01-05,January,Winter,18.2,Chilly,Men,Raymond,Bohemian Velvet Kashmiri Embroidered Phiran,Velvet,11154,A bohemian kashmiri embroidered phiran crafted from velvet. Perfect for the winter weather in India. Sourced from Mumbai.
2024-01-06,January,Winter,9.7,Chilly,Unisex,Manyavar,Vintage Velvet Velvet Sherwani Set,Velvet,7138,A vintage velvet sherwani set crafted from velvet. Perfect for the winter weather in India. Sourced from Ludhiana.
2024-01-07,January,Winter,18.1,Cold,Women,Westside,Designer Wool Padded Bomber Jacket,Wool,1041,A designer padded bomber jacket crafted from wool. Perfect for the winter weather in India. Sourced from Kolkata.
2024-01-08,January,Winter,7.4,Chilly,Men,Louis Philippe,Handcrafted Velvet Fleece Lined Hoodie,Velvet,8055,A handcrafted fleece lined hoodie crafted from velvet. Perfect for the winter weather in India. Sourced from Banaras.
2024-01-09,January,Winter,15.9,Foggy,Women,Pantaloons,Bohemian Wool Handwoven Shawl,Wool,3087,A bohemian handwoven shawl crafted from wool. Perfect for the winter weather in India. Sourced from Kolkata.
2024-01-10,January,Winter,20.6,Foggy,Women,Westside,Bohemian Wool Heavy Woolen Trench Coat,Wool,10368,A bohemian heavy woolen trench coat crafted from wool. Perfect for the winter weather in India. Sourced from Surat.
2024-01-11,January,Winter,13.7,Chilly,Men,FabIndia,Classic Velvet Handwoven Shawl,Velvet,6358,A classic handwoven shawl crafted from velvet. Perfect for the winter weather in India. Sourced from Surat.
2024-01-12,January,Winter,5.4,Chilly,Men,W for Woman,Sustainable Wool Merino Wool Cardigan,Wool,2275,A sustainable merino wool cardigan crafted from wool. Perfect for the winter weather in India. Sourced from Jaipur.
2024-01-13,January,Winter,14.4,Cold,Men,FabIndia,Handcrafted Wool Tweed Blazer,Wool,8526,A handcrafted tweed blazer crafted from wool. Perfect for the winter weather in India. Sourced from Mysore.
2024-01-14,January,Winter,16.1,Cold,Unisex,Manyavar,Modern Velvet Padded Bomber Jacket,Velvet,11067,A modern padded bomber jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Surat.
2024-01-15,January,Winter,18.2,Foggy,Unisex,Pantaloons,Premium Velvet Handwoven Shawl,Velvet,5911,A premium handwoven shawl crafted from velvet. Perfect for the winter weather in India. Sourced from Mysore.
2024-01-16,January,Winter,13.2,Chilly,Unisex,Allen Solly,Vintage Velvet Heavy Woolen Trench Coat,Velvet,14318,A vintage heavy woolen trench coat crafted from velvet. Perfect for the winter weather in India. Sourced from Kashmir.
2024-01-17,January,Winter,15.7,Chilly,Women,Allen Solly,Bohemian Wool Quilted Nehru Jacket,Wool,13544,A bohemian quilted nehru jacket crafted from wool. Perfect for the winter weather in India. Sourced from Mumbai.
2024-01-18,January,Winter,8.0,Cold,Unisex,Manyavar,Premium Velvet Velvet Sherwani Set,Velvet,14097,A premium velvet sherwani set crafted from velvet. Perfect for the winter weather in India. Sourced from Kolkata.
2024-01-19,January,Winter,5.6,Chilly,Unisex,FabIndia,Elegant Wool Velvet Sherwani Set,Wool,1280,A elegant velvet sherwani set crafted from wool. Perfect for the winter weather in India. Sourced from Mysore.
2024-01-20,January,Winter,6.6,Cold,Men,Pantaloons,Handcrafted Velvet Fleece Lined Hoodie,Velvet,12272,A handcrafted fleece lined hoodie crafted from velvet. Perfect for the winter weather in India. Sourced from Jaipur.
2024-01-21,January,Winter,18.2,Foggy,Women,Raymond,Designer Wool Fleece Lined Hoodie,Wool,4668,A designer fleece lined hoodie crafted from wool. Perfect for the winter weather in India. Sourced from Kashmir.
2024-01-22,January,Winter,12.6,Chilly,Women,W for Woman,Vintage Wool Fleece Lined Hoodie,Wool,5766,A vintage fleece lined hoodie crafted from wool. Perfect for the winter weather in India. Sourced from Jaipur.
2024-01-23,January,Winter,20.5,Cold,Men,Manyavar,Modern Velvet Merino Wool Cardigan,Velvet,8493,A modern merino wool cardigan crafted from velvet. Perfect for the winter weather in India. Sourced from Kashmir.
2024-01-24,January,Winter,9.5,Cold,Women,Peter England,Classic Velvet Tweed Blazer,Velvet,2451,A classic tweed blazer crafted from velvet. Perfect for the winter weather in India. Sourced from Banaras.
2024-01-25,January,Winter,11.2,Cold,Unisex,W for Woman,Modern Wool Tweed Blazer,Wool,8020,A modern tweed blazer crafted from wool. Perfect for the winter weather in India. Sourced from Kashmir.
2024-01-26,January,Winter,18.3,Foggy,Women,Westside,Classic Velvet Padded Bomber Jacket,Velvet,1797,A classic padded bomber jacket crafted from velvet. Perfect for the winter weather in India. Sourced from Kashmir.
2024-01-27,January,Winter,8.3,Cold,Women,W for Woman,Elegant Wool Kashmiri Embroidered Phiran,Wool,10161,A elegant kashmiri embroidered phiran crafted from wool. Perfect for the winter weather in India. Sourced from Ludhiana.
2024-01-28,January,Winter,19.1,Cold,Women,Westside,Sustainable Wool Kashmiri Embroidered Phiran,Wool,13056,A sustainable kashmiri embroidered phiran crafted from wool. Perfect for the winter weather in India. Sourced from Kolkata.
2024-01-29,January,Winter,10.4,Cold,Men,Westside,Premium Wool Padded Bomber Jacket,Wool,1088,A premium padded bomber jacket crafted from wool. Perfect for the winter weather in India. Sourced from Banaras.
2024-01-30,January,Winter,12.4,Chilly,Women,Pantaloons,Sustainable Velvet Turtleneck Thermal Sweater,Velvet,12099,A sustainable turtleneck thermal sweater crafted from velvet. Perfect for the winter weather in India. Sourced from Surat.
2024-01-31,January,Winter,12.3,Chilly,Men,Westside,Modern Velvet Turtleneck Thermal Sweater,Velvet,5634,A modern turtleneck thermal sweater crafted from velvet. Perfect for the winter weather in India. Sourced from Mysore.
2024-02-01,February,Spring,19.2,Pleasant,Women,FabIndia,Sustainable Khadi A-Line Midi Skirt,Khadi,11868,A sustainable a-line midi skirt crafted from khadi. Perfect for the spring weather in India. Sourced from Mysore.
2024-02-02,February,Spring,20.4,Sunny,Women,Allen Solly,Vintage Khadi Printed Anarkali Suit,Khadi,8707,A vintage printed anarkali suit crafted from khadi. Perfect for the spring weather in India. Sourced from Mumbai.
2024-02-03,February,Spring,20.6,Sunny,Men,Louis Philippe,Premium Denim A-Line Midi Skirt,Denim,4169,A premium a-line midi skirt crafted from denim. Perfect for the spring weather in India. Sourced from Kashmir.
2024-02-04,February,Spring,19.7,Pleasant,Women,Louis Philippe,Vintage Silk A-Line Midi Skirt,Silk,1025,A vintage a-line midi skirt crafted from silk. Perfect for the spring weather in India. Sourced from Mysore.
2024-02-05,February,Spring,16.3,Pleasant,Men,Biba,Bohemian Silk Floral Silk Scarf,Silk,4078,A bohemian floral silk scarf crafted from silk. Perfect for the spring weather in India. Sourced from Ludhiana.
2024-02-06,February,Spring,18.5,Breezy,Women,Pantaloons,Classic Denim A-Line Midi Skirt,Denim,5048,A classic a-line midi skirt crafted from denim. Perfect for the spring weather in India. Sourced from Kashmir.
2024-02-07,February,Spring,19.8,Breezy,Unisex,Peter England,Designer Denim Full Sleeve Cotton Shirt,Denim,3432,A designer full sleeve cotton shirt crafted from denim. Perfect for the spring weather in India. Sourced from Kashmir.
2024-02-08,February,Spring,26.2,Sunny,Unisex,FabIndia,Handcrafted Khadi A-Line Midi Skirt,Khadi,9396,A handcrafted a-line midi skirt crafted from khadi. Perfect for the spring weather in India. Sourced from Banaras.
2024-02-09,February,Spring,22.8,Pleasant,Women,Louis Philippe,Urban Denim Light Denim Jacket,Denim,11621,A urban light denim jacket crafted from denim. Perfect for the spring weather in India. Sourced from Surat.
2024-02-10,February,Spring,21.4,Sunny,Unisex,Westside,Handcrafted Silk Printed Anarkali Suit,Silk,7817,A handcrafted printed anarkali suit crafted from silk. Perfect for the spring weather in India. Sourced from Mumbai.
2024-02-11,February,Spring,17.7,Pleasant,Men,Pantaloons,Urban Silk Printed Anarkali Suit,Silk,2762,A urban printed anarkali suit crafted from silk. Perfect for the spring weather in India. Sourced from Mumbai.
